isco_08,task_id,title,task_text,score_2025,potential25,potential23,mean_score_2025,source,source_year
3411,7,Legal and Related Associate Professionals,"Examining documentation such as mortgages, liens, judgements, easements, contracts and maps in order to verify properties’ legal descriptions and ownership;",0.39,Exposed: Gradient 1,Augmentation Potential,0.39,predicted,2025
3411,8,Legal and Related Associate Professionals,"Preparing documents relating to transfer of real estate, stocks or other matters requiring formal registration;",0.605,Exposed: Gradient 1,Augmentation Potential,0.39,predicted,2025
3411,9,Legal and Related Associate Professionals,"Investigating possible cases of theft of goods, money or information from business establishments and of other possible cases of unlawful behaviour by customers or employees;",0.1925,Exposed: Gradient 1,Augmentation Potential,0.39,predicted,2025
3411,10,Legal and Related Associate Professionals,Investigating establishments or the circumstances and behaviour of persons on behalf of clients.,0.295,Exposed: Gradient 1,Augmentation Potential,0.39,predicted,2025
3511,1,Information and Communications Technology Operations Technicians,Operating and controlling peripheral and related computer equipment;,0.4075,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3511,2,Information and Communications Technology Operations Technicians,"Entering commands, using computer terminal, and activating controls on computer and peripheral equipment to integrate and operate equipment;",0.4350000000000001,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3511,3,Information and Communications Technology Operations Technicians,Monitoring systems for equipment failure or errors in performance;,0.35,Exposed: Gradient 2,The Big Uknown,0.43,reconciled,2025
3511,4,Information and Communications Technology Operations Technicians,Notifying supervisor or maintenance technician of equipment malfunctions;,0.4,Exposed: Gradient 2,The Big Uknown,0.43,reconciled,2025
3511,5,Information and Communications Technology Operations Technicians,"Responding to programme error messages by finding and correcting problems, escalating the problem to other staff or terminating the programme;",0.47,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3511,6,Information and Communications Technology Operations Technicians,"Reading job set-up instructions to determine equipment to be used, order of use, material such as disks and paper to be loaded, and control settings;",0.5,Exposed: Gradient 2,The Big Uknown,0.43,reconciled,2025
3511,7,Information and Communications Technology Operations Technicians,"Retrieving, separating and sorting programme output as needed, and sending data to specified users;",0.6699999999999999,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3511,8,Information and Communications Technology Operations Technicians,"Loading peripheral equipment, such as printers, with selected materials for operating runs, or overseeing loading of peripheral equipment by peripheral equipment operators.",0.2,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3512,1,Information and Communications Technology User Support Technicians,Answering user inquiries regarding software or hardware operation to resolve problems;,0.63,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,2,Information and Communications Technology User Support Technicians,Entering commands and observing system functioning to verify correct operations and detect errors;,0.3,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,3,Information and Communications Technology User Support Technicians,"Installing and performing minor repairs to hardware, software or peripheral equipment, following design or installation specifications;",0.1425,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,4,Information and Communications Technology User Support Technicians,Overseeing the daily performance of communications and computer systems;,0.465,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,5,Information and Communications Technology User Support Technicians,"Setting up equipment for employee use and performing or ensuring proper installation of cables, operating systems or appropriate software;",0.27,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,6,Information and Communications Technology User Support Technicians,"Maintaining records of daily data communication transactions, problems and remedial actions taken, or installation activities.",0.575,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,7,Information and Communications Technology User Support Technicians,Emulating or reproducing technical problems encountered by users;,0.55,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,8,Information and Communications Technology User Support Technicians,"Consulting user guides, technical manuals and other documents to research and implement solutions;",0.665,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3512,9,Information and Communications Technology User Support Technicians,"Assisting applications programmers, systems developers and other ICT professionals to develop and test ICT products and services.",0.635,Exposed: Gradient 2,The Big Uknown,0.47,predicted,2025
3513,1,Computer Network and Systems Technicians,"Operating, maintaining and troubleshooting network systems;",0.485,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3513,2,Computer Network and Systems Technicians,Operating and maintaining data communications systems other than networks;,0.4,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3513,3,Computer Network and Systems Technicians,Assisting users with network and data communications problems;,0.55,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3513,4,Computer Network and Systems Technicians,Identifying areas needing upgraded equipment and software;,0.355,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3513,5,Computer Network and Systems Technicians,"Installing computer hardware, network software, operating system software and applications software;",0.33,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3513,6,Computer Network and Systems Technicians,Performing start up and close down as well as backup and disaster recovery operations for computer networks.,0.46,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
3514,1,Web Technicians,"Installing, monitoring and supporting the reliability and usability of Internet and Intranet websites or web server hardware or software;",0.415,Exposed: Gradient 3,The Big Uknown,0.53,predicted,2025
3514,2,Web Technicians,"Developing and maintaining documentation, policies and instructions, recording operational procedures and system logs;",0.615,Exposed: Gradient 3,The Big Uknown,0.53,predicted,2025
3514,3,Web Technicians,"Developing, coordinating, implementing and monitoring security measures;",0.45,Exposed: Gradient 3,The Big Uknown,0.53,predicted,2025
3514,4,Web Technicians,"Analysing and making recommendations to enhance performance, including upgrading and acquiring new systems;",0.54,Exposed: Gradient 3,The Big Uknown,0.53,predicted,2025
3514,5,Web Technicians,"Liaising with, and providing guidance to, clients and users;",0.37,Exposed: Gradient 3,The Big Uknown,0.53,predicted,2025
3514,6,Web Technicians,Creating and modifying web pages;,0.725,Exposed: Gradient 3,The Big Uknown,0.53,predicted,2025
3514,7,Web Technicians,Performing web server backup and recovery operations.,0.585,Exposed: Gradient 3,The Big Uknown,0.53,predicted,2025
3521,1,Broadcasting and Audio-visual Technicians,Controlling equipment to record sound;,0.275,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
3521,2,Broadcasting and Audio-visual Technicians,Controlling equipment to edit and mix image and sound recordings to ensure satisfactory quality and to create special image and sound effects;,0.52,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
3521,3,Broadcasting and Audio-visual Technicians,Applying knowledge of principles and practices of image and sound recording and editing in order to identify and solve problems;,0.4,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
3521,4,Broadcasting and Audio-visual Technicians,Controlling transmitting and broadcast systems and satellite systems for radio and television programmes;,0.3875,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
3521,5,Broadcasting and Audio-visual Technicians,"Controlling radio communications systems, satellite services and multiplex systems on land, sea or in aircraft;",0.33,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
3521,6,Broadcasting and Audio-visual Technicians,"Applying knowledge of principles and practices of broadcasting, telecommunications terminals and transmissions systems, in order to identify and solve problems;",0.385,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
3521,7,Broadcasting and Audio-visual Technicians,Making emergency repairs to equipment.,0.165,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
3522,1,Telecommunications Engineering Technicians,"Providing technical assistance connected with research and the development of telecommunications equipment, or testing prototypes;",0.475,Minimal Exposure,Augmentation Potential,0.45,predicted,2025
3522,2,Telecommunications Engineering Technicians,Studying technical material such as blue prints and sketches to determine the method of work to be adopted;,0.39,Minimal Exposure,Augmentation Potential,0.45,predicted,2025
3522,3,Telecommunications Engineering Technicians,"Preparing detailed estimates of quantities and costs of materials and labour required for the manufacture and installation of telecommunications equipment, according to the specifications given;",0.455,Minimal Exposure,Augmentation Potential,0.45,predicted,2025
3522,4,Telecommunications Engineering Technicians,"Providing technical supervision of the manufacture, utilization, maintenance and repair of telecommunications systems to ensure satisfactory performance and compliance with specifications and regulations;",0.475,Minimal Exposure,Augmentation Potential,0.45,predicted,2025
3522,5,Telecommunications Engineering Technicians,Applying technical knowledge of telecommunications engineering principles and practices in order to identify and solve problems arising in the course of their work.,0.47,Minimal Exposure,Augmentation Potential,0.45,predicted,2025
4131,1,Typists and Word Processing Operators,"Typing written material from rough drafts, corrected copies, voice recordings or shorthand using a computer, word processor or typewriter;",0.665,Exposed: Gradient 4,Automation Potential,0.65,predicted,2025
4131,2,Typists and Word Processing Operators,"Checking completed work for proper spelling, grammar, punctuation and formatting;",0.7,Exposed: Gradient 4,Automation Potential,0.65,predicted,2025
4131,3,Typists and Word Processing Operators,"Gathering and arranging the material to be typed, following instructions;",0.5575,Exposed: Gradient 4,Automation Potential,0.65,predicted,2025
4131,4,Typists and Word Processing Operators,"Filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents;",0.685,Exposed: Gradient 4,Automation Potential,0.65,predicted,2025
4131,5,Typists and Word Processing Operators,Taking dictation and recording other matter in shorthand;,0.6725,Exposed: Gradient 4,Automation Potential,0.65,predicted,2025
4131,6,Typists and Word Processing Operators,"Reproducing the spoken word, environmental sounds and song lyrics as captions for cinema and television programming;",0.685,Exposed: Gradient 4,Automation Potential,0.65,predicted,2025
4131,7,Typists and Word Processing Operators,Transcribing information recorded in shorthand and on sound recording equipment.,0.6000000000000001,Exposed: Gradient 4,Automation Potential,0.65,predicted,2025
4132,1,Data Entry Clerks,"Receiving and registering invoices, forms, records and other documents for data capture;",0.7150000000000001,Exposed: Gradient 4,Automation Potential,0.7,predicted,2025
4132,2,Data Entry Clerks,"Entering numerical data, codes and text from source material into computer-compatible storage and processing devices;",0.7375,Exposed: Gradient 4,Automation Potential,0.7,predicted,2025
4132,3,Data Entry Clerks,"Verifying accuracy and completeness of data and correcting entered data, if needed;",0.685,Exposed: Gradient 4,Automation Potential,0.7,predicted,2025
4132,4,Data Entry Clerks,Operating bookkeeping and calculating machines;,0.6625000000000001,Exposed: Gradient 4,Automation Potential,0.7,predicted,2025
4132,5,Data Entry Clerks,Importing and exporting data between different database systems and software.,0.7,Exposed: Gradient 4,Automation Potential,0.7,predicted,2025
4211,1,Bank Tellers and Related Clerks,"Process customer cash deposits and withdrawals, cheques, transfers, bills, credit card payments, money orders, certified cheques and other related banking transactions;",0.5960000000000001,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4211,2,Bank Tellers and Related Clerks,Crediting and debiting clients' accounts;,0.64,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4211,3,Bank Tellers and Related Clerks,Paying bills and making money transfers on clients' behalf;,0.6375,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4211,4,Bank Tellers and Related Clerks,"Receiving mail, selling postage stamps and conducting other post office counter business such as bill payments, money transfers and related business;",0.4,Exposed: Gradient 3,Automation Potential,0.58,reconciled,2025
4211,5,Bank Tellers and Related Clerks,"Changing money from one currency to another, as requested by clients;",0.63,Exposed: Gradient 3,Automation Potential,0.58,reconciled,2025
4211,6,Bank Tellers and Related Clerks,Making records of all transactions and reconciling them with cash balance.,0.5900000000000001,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4212,1,"Bookmakers, Croupiers and Related Gaming Workers",Determining risks to decide odds and to hedge or refuse bets;,0.565,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
4212,2,"Bookmakers, Croupiers and Related Gaming Workers",Preparing and issuing lists of approximate odds;,0.65,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
4212,3,"Bookmakers, Croupiers and Related Gaming Workers","Distributing cards, rolling dice or spinning a roulette wheel;",0.1775,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
4212,4,"Bookmakers, Croupiers and Related Gaming Workers",Explaining and interpreting operating rules of a gambling establishment;,0.3475,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
4212,5,"Bookmakers, Croupiers and Related Gaming Workers","Announcing winning numbers, paying winners and collecting payments from losers.",0.49,Exposed: Gradient 2,The Big Uknown,0.45,predicted,2025
4213,1,Pawnbrokers and Money-lenders,"Evaluating articles offered as pledges, calculating interest, and lending money;",0.5525,Exposed: Gradient 2,The Big Uknown,0.48,predicted,2025
4213,2,Pawnbrokers and Money-lenders,"Returning articles when the loan is paid or, in the event of non-payment, selling pledged articles;",0.485,Exposed: Gradient 2,The Big Uknown,0.48,predicted,2025
4213,3,Pawnbrokers and Money-lenders,Lending money as personal loans against success of future harvest and other similar undertakings;,0.515,Exposed: Gradient 2,The Big Uknown,0.48,predicted,2025
4213,4,Pawnbrokers and Money-lenders,Collecting loans when the pledge involved the success of future harvest and other similar undertakings;,0.45,Exposed: Gradient 2,The Big Uknown,0.48,predicted,2025
4213,5,Pawnbrokers and Money-lenders,Keeping a record of items received and money distributed and received.,0.4,Exposed: Gradient 2,The Big Uknown,0.48,predicted,2025
4214,1,Debt Collectors and Related Workers,Tracing and locating debtors;,0.37,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
4214,2,Debt Collectors and Related Workers,"Telephoning, visiting, or writing to customers to collect money or arrange for later payments;",0.35,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
4214,3,Debt Collectors and Related Workers,"Preparing reports including amounts collected, and maintain records and files related to collection work;",0.45,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
4214,4,Debt Collectors and Related Workers,Recommending legal action or discontinuation of service when payment cannot be otherwise obtained;,0.535,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
4214,5,Debt Collectors and Related Workers,Asking for and collecting charity payments.,0.425,Exposed: Gradient 2,The Big Uknown,0.43,predicted,2025
4221,1,Travel Consultants and Clerks,"Obtaining information about the availability, cost and convenience of different types of transport and accommodation, ascertaining customer’s requirements and advising them on travel arrangements;",0.62,Exposed: Gradient 3,Automation Potential,0.56,predicted,2025
4221,2,Travel Consultants and Clerks,"Providing information about local and regional attractions, sightseeing tours, restaurants, arts and entertainment, and providing maps and brochures;",0.615,Exposed: Gradient 3,Automation Potential,0.56,predicted,2025
4221,3,Travel Consultants and Clerks,Preparing itineraries;,0.576,Exposed: Gradient 3,Automation Potential,0.56,reconciled,2025
4221,4,Travel Consultants and Clerks,"Making and confirming reservations for travel, tours and accommodation;",0.635,Exposed: Gradient 3,Automation Potential,0.56,predicted,2025
4221,5,Travel Consultants and Clerks,"Issuing tickets, boarding passes and vouchers;",0.5800000000000001,Exposed: Gradient 3,Automation Potential,0.56,predicted,2025
4221,6,Travel Consultants and Clerks,Helping customers in obtaining necessary travel documents such as visas;,0.465,Exposed: Gradient 3,Automation Potential,0.56,predicted,2025
4221,7,Travel Consultants and Clerks,Verifying travel documentation and registering passengers and luggage at check-in and departure;,0.45,Exposed: Gradient 3,Automation Potential,0.56,predicted,2025
4221,8,Travel Consultants and Clerks,Preparing bills and receiving payments.,0.5,Exposed: Gradient 3,Automation Potential,0.56,predicted,2025
4222,1,Contact Centre Information Clerks,"Dealing with incoming calls and messages from clients, whether to answer queries, handle calls for service or sort out complaints;",0.56,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4222,2,Contact Centre Information Clerks,Identifying requirements and entering events into a computer system;,0.625,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4222,3,Contact Centre Information Clerks,"Dispatching tasks to other units, when relevant;",0.52,Exposed: Gradient 3,Automation Potential,0.58,reconciled,2025
4222,4,Contact Centre Information Clerks,"Invoicing or handling payments, where necessary;",0.61,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4222,5,Contact Centre Information Clerks,"Sending letters, information sheets and other documents to clients;",0.655,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4222,6,Contact Centre Information Clerks,Advising clients of additional products or services.,0.515,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4223,1,Telephone Switchboard Operators,"Operating switchboards and consoles to connect, hold, transfer, and disconnect telephone calls;",0.665,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
4223,2,Telephone Switchboard Operators,Making connections for outgoing calls;,0.535,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
4223,3,Telephone Switchboard Operators,Dealing with telephone inquiries and recording messages;,0.615,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
4223,4,Telephone Switchboard Operators,Forwarding messages to staff or clients;,0.581,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
4223,5,Telephone Switchboard Operators,Investigating operating system problems and informing repair services.,0.29,Exposed: Gradient 3,The Big Uknown,0.54,predicted,2025
4224,1,Hotel Receptionists,"Maintaining an inventory of rooms available for occupancy, reservations and room assignments;",0.53,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,2,Hotel Receptionists,"Registering arriving guests, assigning rooms; verifying customer’s credit and issuing room keys;",0.505,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,3,Hotel Receptionists,Providing information regarding hotel services and services available in the community;,0.625,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,4,Hotel Receptionists,Providing information about availability of accommodation and making room reservations;,0.545,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,5,Hotel Receptionists,Responding to guests’ requests for housekeeping and maintenance services as well as complaints;,0.3875,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,6,Hotel Receptionists,Contacting housekeeping or maintenance services when guests report problems;,0.435,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,7,Hotel Receptionists,Compiling and checking guest accounts for charges using computerized or manual systems;,0.54,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,8,Hotel Receptionists,Receiving and forwarding messages in person or using telephone or telephone switchboard;,0.5,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4224,9,Hotel Receptionists,Reviewing statements of charges to departing guests and receiving payment.,0.56,Exposed: Gradient 3,Automation Potential,0.51,predicted,2025
4225,1,Inquiry Clerks,"Answering inquiries about goods services, and policy and providing information about their availability, location, price and related issues;",0.56,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
4225,2,Inquiry Clerks,"Responding to inquiries about problems and providing advice, information and assistance;",0.6699999999999999,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
4225,3,Inquiry Clerks,Recording information about inquiries and complaints;,0.515,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
4225,4,Inquiry Clerks,Referring complex inquiries to team leaders or expert advisers;,0.47,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
4225,5,Inquiry Clerks,"Issuing relevant forms, information kits and brochures to interested parties.",0.655,Exposed: Gradient 3,Automation Potential,0.57,predicted,2025
4226,1,Receptionists (general),"Receiving and welcoming visitors, guests or clients;",0.365,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
4226,2,Receptionists (general),Making appointments for clients;,0.735,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
4226,3,Receptionists (general),Dealing with telephone requests for information or appointments;,0.625,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
4226,4,Receptionists (general),Directing clients to appropriate location or person;,0.415,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
4226,5,Receptionists (general),"Supplying information pamphlets, brochures or forms.",0.685,Exposed: Gradient 3,The Big Uknown,0.57,predicted,2025
4229,1,Client Information Workers Not Elsewhere Classified,Interviewing patients to obtain and process information required to provide hospital services;,0.325,Exposed: Gradient 2,The Big Uknown,0.42,predicted,2025
4229,2,Client Information Workers Not Elsewhere Classified,Interviewing applicants for public assistance to gather information pertinent to their application;,0.3035,Exposed: Gradient 2,The Big Uknown,0.42,predicted,2025
4229,3,Client Information Workers Not Elsewhere Classified,Verifying the accuracy of information provided;,0.6000000000000001,Exposed: Gradient 2,The Big Uknown,0.42,predicted,2025
4229,4,Client Information Workers Not Elsewhere Classified,"Initiating procedures to grant, modify, deny or terminate assistance;",0.38,Exposed: Gradient 2,The Big Uknown,0.42,predicted,2025
4229,5,Client Information Workers Not Elsewhere Classified,Providing information and answering questions concerning benefits and claims procedures;,0.565,Exposed: Gradient 2,The Big Uknown,0.42,predicted,2025
4229,6,Client Information Workers Not Elsewhere Classified,Referring patients or applicants to other organizations if they are ineligible for services.,0.32,Exposed: Gradient 2,The Big Uknown,0.42,predicted,2025
4311,1,Accounting and Bookkeeping Clerks,"Checking figures, postings and documents for correct entry, mathematical accuracy and proper codes;",0.53,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4311,2,Accounting and Bookkeeping Clerks,"Operating computers programmed with accounting software to record, store and analyse information;",0.7,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4311,3,Accounting and Bookkeeping Clerks,"Classifying, recording and summarizing numerical and financial data to compile and keep financial records, using journals and ledgers or computers;",0.62,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4311,4,Accounting and Bookkeeping Clerks,"Calculating, preparing and issuing bills, invoices, account statements and other financial statements according to established procedures.",0.71,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4311,5,Accounting and Bookkeeping Clerks,"Compiling statistical, financial, accounting or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.",0.64,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4312,1,"Statistical, Finance and Insurance Clerks","Processing insurance enrolments, cancellations, claims transactions, policy changes and payments;",0.665,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4312,2,"Statistical, Finance and Insurance Clerks",Obtaining and compiling statistical or actuarial data based on routine or special sources of information;,0.645,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4312,3,"Statistical, Finance and Insurance Clerks","Calculating totals, averages, percentages and other details and presenting them in the required tabular form;",0.65,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4312,4,"Statistical, Finance and Insurance Clerks","Preparing financial documents, and calculating interest or brokerage charges and stamp duties payable;",0.6000000000000001,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4312,5,"Statistical, Finance and Insurance Clerks","Maintaining records of bonds, shares and other securities bought or sold on behalf of clients or employer.",0.6375,Exposed: Gradient 4,Automation Potential,0.64,predicted,2025
4321,1,Stock Clerks,Arranging and controlling receipt and dispatch of goods and keeping relevant records;,0.385,Minimal Exposure,Augmentation Potential,0.37,predicted,2025
4321,2,Stock Clerks,"Maintaining stock records, verifying issue of goods, estimating needs and making requisitions of new stocks;",0.4325,Minimal Exposure,Augmentation Potential,0.37,predicted,2025
4321,3,Stock Clerks,"Receiving, storing and issuing tools, spare parts, or various equipment and maintaining relevant records;",0.385,Minimal Exposure,Augmentation Potential,0.37,predicted,2025
4321,4,Stock Clerks,"Weighing goods received or produced, or for issue or dispatch and maintaining relevant records;",0.265,Minimal Exposure,Augmentation Potential,0.37,predicted,2025
4321,5,Stock Clerks,Compiling inventories of furniture and other items received for storage;,0.3775,Minimal Exposure,Augmentation Potential,0.37,predicted,2025
4322,1,Production Clerks,"Computing quantities, qualities and types of materials required by production programme;",0.385,Exposed: Gradient 2,The Big Uknown,0.44,predicted,2025
4322,2,Production Clerks,"Preparing production requirements schedules, ensuring that materials are available when needed, and keeping relevant records;",0.4625,Exposed: Gradient 2,The Big Uknown,0.44,predicted,2025
4322,3,Production Clerks,Preparing or assisting in the preparation of production operation schedules on the basis of customers' orders and production capacity and performance;,0.535,Exposed: Gradient 2,The Big Uknown,0.44,predicted,2025
4322,4,Production Clerks,"Verifying stocks, arranging deliveries and investigating delays;",0.4,Exposed: Gradient 2,The Big Uknown,0.44,predicted,2025
4322,5,Production Clerks,Recording and coordinating the flow of work and materials between departments.,0.395,Exposed: Gradient 2,The Big Uknown,0.44,predicted,2025
4323,1,Transport Clerks,Keeping records of operational aspects and coordinating the timing of passenger and freight transport;,0.5,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
4323,2,Transport Clerks,Directing train routings within a division or zone of a railway system and keeping related records;,0.415,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
4323,3,Transport Clerks,"Directing, controlling and keeping records of freight handling at a railway yard;",0.345,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
4323,4,Transport Clerks,"Coordinating and keeping records of operational activities concerning road transport, such as allocation and scheduling of vehicles and drivers, loading and unloading of vehicles and storage of goods in transit;",0.585,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
4323,5,Transport Clerks,"Coordinating and keeping records of operational activities concerning air transport of passengers and freight, such as passenger lists and freight manifests;",0.55,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
4323,6,Transport Clerks,Preparing reports for management.,0.575,Exposed: Gradient 3,The Big Uknown,0.5,predicted,2025
4411,1,Library Clerks,Issuing and receiving library books and other materials;,0.4125,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
4411,2,Library Clerks,Placing books and other library materials on shelves;,0.165,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
4411,3,Library Clerks,"Performing clerical activities such as manual and electronic filing, word processing and occasional typing;",0.6000000000000001,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
4411,4,Library Clerks,Maintaining journal subscriptions;,0.665,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
4411,5,Library Clerks,Assisting library users in accessing basic library materials and making interlibrary loans;,0.4,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
4411,6,Library Clerks,"Maintaining library records relating to the acquisition, issue and return of books and other materials.",0.52,Exposed: Gradient 2,The Big Uknown,0.46,predicted,2025
4412,1,Mail Carriers and Sorting Clerks,Performing mail-handling duties in public post offices or privately owned delivery establishments;,0.305,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
4412,2,Mail Carriers and Sorting Clerks,Sorting and delivering mail to private houses and businesses;,0.25,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
4412,3,Mail Carriers and Sorting Clerks,Providing delivery confirmation records when requested by the client;,0.565,Exposed: Gradient 2,The Big Uknown,0.41,predicted,2025
4412,4,Mail Carriers and Sorting Clerks,Sorting and keeping simple records of incoming and outgoing correspondence and dispatching outgoing mail in various establishments;,0.51,Exposed: Gradient 2,The Big Uknown,0.41,reconciled,2025
4413,1,"Coding, Proofreading and Related Clerks",Converting information into codes and classifying information by codes for data-processing purposes;,0.6975,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
4413,2,"Coding, Proofreading and Related Clerks","Comparing proofs of texts and related material prepared for printing with original material, correcting errors and marking texts for printer according to the established rules;",0.675,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
4413,3,"Coding, Proofreading and Related Clerks",Sorting forms and marking them with identification numbers;,0.35,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
4413,4,"Coding, Proofreading and Related Clerks",Sorting documents for filing or to collate sets of pages;,0.6000000000000001,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
4413,5,"Coding, Proofreading and Related Clerks",Addressing circulars and envelopes by hand.,0.25,Exposed: Gradient 3,The Big Uknown,0.51,predicted,2025
4414,1,Scribes and Related Workers,Reading letters and other written matter to persons who are unable to read or write and providing necessary interpretation and information;,0.56,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4414,2,Scribes and Related Workers,Writing letters and completing forms on behalf of others;,0.6699999999999999,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4414,3,Scribes and Related Workers,Offering advice to individuals and interpreting and helping with the completion of government and other official forms.,0.52,Exposed: Gradient 3,Automation Potential,0.58,predicted,2025
4415,1,Filing and Copying Clerks,"Sorting or classifying materials according to guidelines such as content, purpose, user criteria, or chronological, alphabetical, or numerical order;",0.43,Exposed: Gradient 1,The Big Uknown,0.37,reconciled,2025
4415,2,Filing and Copying Clerks,"Filing material in drawers, cabinets and storage boxes;",0.2525,Exposed: Gradient 1,The Big Uknown,0.37,predicted,2025
4415,3,Filing and Copying Clerks,Locating and remove materials from files when requested;,0.3905,Exposed: Gradient 1,The Big Uknown,0.37,predicted,2025
4415,4,Filing and Copying Clerks,Keeping records of materials filed and removed;,0.6000000000000001,Exposed: Gradient 1,The Big Uknown,0.37,predicted,2025
